"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","4832155","","","","0"
"2016-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","4859250","","","","0"
"2016-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","4884002","","","","0"
"2017-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","4890848","","","","0"
"2017-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","4905210","","","","0"
"2017-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","4929384","","","","0"
"2017-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","4956550","","","","0"
"2018-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","4967421","","","","0"
"2018-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","4983183","","","","0"
"2018-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5010476","","","","0"
"2018-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5040353","","","","0"
"2019-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5048144","","","","0"
"2019-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5066120","","","","0"
"2019-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5094796","","","","0"
"2019-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5130780","","","","0"
"2020-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5138710","","","","0"
"2020-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5150199","","","","0"
"2020-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5155495","","","","0"
"2020-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5151920","","","","0"
"2009-01","Yukon","2016A000260","Persons","249","units","0","v4","12","33404","","","","0"
"2009-04","Yukon","2016A000260","Persons","249","units","0","v4","12","33582","","","","0"
"2009-07","Yukon","2016A000260","Persons","249","units","0","v4","12","33731","","","","0"
"2009-10","Yukon","2016A000260","Persons","249","units","0","v4","12","34025","","","","0"
"2010-01","Yukon","2016A000260","Persons","249","units","0","v4","12","34007","","","","0"
"2010-04","Yukon","2016A000260","Persons","249","units","0","v4","12","34241","","","","0"
"2010-07","Yukon","2016A000260","Persons","249","units","0","v4","12","34596","","","","0"
"2010-10","Yukon","2016A000260","Persons","249","units","0","v4","12","34789","","","","0"
"2011-01","Yukon","2016A000260","Persons","249","units","0","v4","12","34801","","","","0"
"2011-04","Yukon","2016A000260","Persons","249","units","0","v4","12","34983","","","","0"
"2011-07","Yukon","2016A000260","Persons","249","units","0","v4","12","35411","","","","0"
"2011-10","Yukon","2016A000260","Persons","249","units","0","v4","12","35668","","","","0"
"2012-01","Yukon","2016A000260","Persons","249","units","0","v4","12","35782","","","","0"
"2012-04","Yukon","2016A000260","Persons","249","units","0","v4","12","35843","","","","0"
"2012-07","Yukon","2016A000260","Persons","249","units","0","v4","12","36234","","","","0"
"2012-10","Yukon","2016A000260","Persons","249","units","0","v4","12","36425","","","","0"
"2013-01","Yukon","2016A000260","Persons","249","units","0","v4","12","36373","","","","0"
"2013-04","Yukon","2016A000260","Persons","249","units","0","v4","12","36313","","","","0"
"2013-07","Yukon","2016A000260","Persons","249","units","0","v4","12","36521","","","","0"
"2013-10","Yukon","2016A000260","Persons","249","units","0","v4","12","36448","","","","0"
"2014-01","Yukon","2016A000260","Persons","249","units","0","v4","12","36393","","","","0"
"2014-04","Yukon","2016A000260","Persons","249","units","0","v4","12","36682","","","","0"
"2014-07","Yukon","2016A000260","Persons","249","units","0","v4","12","37137","","","","0"
"2014-10","Yukon","2016A000260","Persons","249","units","0","v4","12","37272","","","","0"
"2015-01","Yukon","2016A000260","Persons","249","units","0","v4","12","37168","","","","0"
"2015-04","Yukon","2016A000260","Persons","249","units","0","v4","12","37372","","","","0"
"2015-07","Yukon","2016A000260","Persons","249","units","0","v4","12","37690","","","","0"
"2015-10","Yukon","2016A000260","Persons","249","units","0","v4","12","37751","","","","0"
"2016-01","Yukon","2016A000260","Persons","249","units","0","v4","12","37770","","","","0"
"2016-04","Yukon","2016A000260","Persons","249","units","0","v4","12","38042","","","","0"
"2016-07","Yukon","2016A000260","Persons","249","units","0","v4","12","38547","","","","0"
"2016-10","Yukon","2016A000260","Persons","249","units","0","v4","12","38750","","","","0"
"2017-01","Yukon","2016A000260","Persons","249","units","0","v4","12","38848","","","","0"
"2017-04","Yukon","2016A000260","Persons","249","units","0","v4","12","39175","","","","0"
"2017-07","Yukon","2016A000260","Persons","249","units","0","v4","12","39610","","","","0"
"2017-10","Yukon","2016A000260","Persons","249","units","0","v4","12","39804","","","","0"
"2018-01","Yukon","2016A000260","Persons","249","units","0","v4","12","39972","","","","0"
"2018-04","Yukon","2016A000260","Persons","249","units","0","v4","12","40141","","","","0"
"2018-07","Yukon","2016A000260","Persons","249","units","0","v4","12","40519","","","","0"
"2018-10","Yukon","2016A000260","Persons","249","units","0","v4","12","40679","","","","0"
"2019-01","Yukon","2016A000260","Persons","249","units","0","v4","12","40854","","","","0"
"2019-04","Yukon","2016A000260","Persons","249","units","0","v4","12","40932","","","","0"
"2019-07","Yukon","2016A000260","Persons","249","units","0","v4","12","41362","","","","0"
"2019-10","Yukon","2016A000260","Persons","249","units","0","v4","12","41648","","","","0"
"2020-01","Yukon","2016A000260","Persons","249","units","0","v4","12","41699","","","","0"
"2020-04","Yukon","2016A000260","Persons","249","units","0","v4","12","42015","","","","0"
"2020-07","Yukon","2016A000260","Persons","249","units","0","v4","12","42163","","","","0"
"2020-10","Yukon","2016A000260","Persons","249","units","0","v4","12","42327","","","","0"
"2009-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43116","","","","0"
"2009-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43106","","","","0"
"2009-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43156","","","","0"
"2009-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","42924","","","","0"
"2010-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","42970","","","","0"
"2010-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43152","","","","0"
"2010-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43285","","","","0"
"2010-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43303","","","","0"
"2011-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43263","","","","0"
"2011-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43263","","","","0"
"2011-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43504","","","","0"
"2011-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43593","","","","0"
"2012-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43648","","","","0"
"2012-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43701","","","","0"
"2012-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43648","","","","0"
"2012-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43681","","","","0"
"2013-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43737","","","","0"
"2013-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43867","","","","0"
"2013-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43805","","","","0"
"2013-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43756","","","","0"
"2014-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43800","","","","0"
"2014-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43794","","","","0"
"2014-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","43884","","","","0"
"2014-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44064","","","","0"
"2015-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44140","","","","0"
"2015-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44193","","","","0"
"2015-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44237","","","","0"
"2015-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44428","","","","0"
"2016-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44507","","","","0"
"2016-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44590","","","","0"
"2016-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44649","","","","0"
"2016-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44542","","","","0"
"2017-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44607","","","","0"
"2017-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44813","","","","0"
"2017-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44891","","","","0"
"2017-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45126","","","","0"
"2018-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45066","","","","0"
"2018-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45320","","","","0"
"2018-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44981","","","","0"
"2018-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44970","","","","0"
"2019-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45202","","","","0"
"2019-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45137","","","","0"
"2019-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45070","","","","0"
"2019-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45186","","","","0"
"2020-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45270","","","","0"
"2020-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45351","","","","0"
"2020-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45346","","","","0"
"2020-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","45275","","","","0"
"2009-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","32061","","","","0"
"2009-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","32385","","","","0"
"2009-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","32597","","","","0"
"2009-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","32811","","","","0"
"2010-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","32921","","","","0"
"2010-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","33137","","","","0"
"2010-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","33352","","","","0"
"2010-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","33570","","","","0"
"2011-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","33733","","","","0"
"2011-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","33923","","","","0"
"2011-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","34192","","","","0"
"2011-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","34352","","","","0"
"2012-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","34420","","","","0"
"2012-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","34593","","","","0"
"2012-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","34672","","","","0"
"2012-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","34842","","","","0"
"2013-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","34974","","","","0"
"2013-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","34998","","","","0"
"2013-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","35337","","","","0"
"2013-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","35543","","","","0"
"2014-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","35587","","","","0"
"2014-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","35806","","","","0"
"2014-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","35971","","","","0"
"2014-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","36105","","","","0"
"2015-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","36219","","","","0"
"2015-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","36283","","","","0"
"2015-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","36488","","","","0"
"2015-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","36603","","","","0"
"2016-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","36722","","","","0"
"2016-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","36767","","","","0"
"2016-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","36975","","","","0"
"2016-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","37040","","","","0"
"2017-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37176","","","","0"
"2017-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37335","","","","0"
"2017-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","37546","","","","0"
"2017-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","37703","","","","0"
"2018-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37685","","","","0"
"2018-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37807","","","","0"
"2018-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38143","","","","0"
"2018-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38288","","","","0"
"2019-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","38352","","","","0"
"2019-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","38521","","","","0"
"2019-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38592","","","","0"
"2019-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38625","","","","0"
"2020-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","38720","","","","0"
"2020-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","38834","","","","0"
"2020-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","39157","","","","0"
"2020-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","39254","","","","0"


